Avg Deaths Per Year,County,Demographic clusters,Demoraphic cluster (5),Mortality Group,State,TARGET deathRate (bin),Avg Ann Count,Avg Household Size,Birth Rate,Incidence Rate,Med Income,Median Age,Median Age Female,Median Age Male,Pct Asian,Pct Black,Pct Emp Priv Coverage,Pct Married Households,Pct Other Race,Pct Private Coverage,Pct Private Coverage Alone,Pct Public Coverage,Pct Public Coverage Alone,Pct White,PctBachDeg18 24,PctBachDeg25 Over,PctEmployed16 Over,PctHS18 24,PctHS25 Over,PctNoHS18 24,PctSomeCol18 24,PctUnemployed16 Over,Percent Married,popEst2015,Poverty Percent,Study Per Cap,TARGET deathRate
161,Victoria County,Cluster 1,Cluster 2,0,Texas,160,424,2.73,6.155041017,444.5,51003,35.7,37.2,34.5,1.275263876,6.303066627,42.7,51.38418948,3.453978402,61.2,,30.5,17.3,85.55033907,4.7,12.7,59.8,37,31.3,23,,6.5,50.6,92382,15.8,0,165.8
62,Scott County,Cluster 1,Cluster 4,1,Mississippi,210,158,2.85,5.869989491,535.9,32049,36,37.2,34.5,0.862404128,37.33078853,32.5,41.294393,0.943696321,48.5,37.7,40.5,24.9,59.80277807,4.8,7.7,50.4,32.8,34.4,22.9,39.5,13.1,42.7,28265,26.9,0,211
151,Acadia Parish,Cluster 1,Cluster 2,1,Louisiana,230,323,2.7,6.938635585,492.7,40269,35.7,37.2,34.7,0.19464955,17.43480849,38.9,47.0950042,1.000595209,56.5,44.6,37.4,23.1,78.97302254,2.9,7.6,52,35.9,39.2,24.6,36.6,10.1,47.3,62577,22,0,230.5
87,Effingham County,Cluster 4,Cluster 1,1,Georgia,200,230,2.95,5.321944809,492,61195,36.1,37.2,34.9,0.970162914,13.54933187,52.3,60.07486979,0.571114772,70.2,59,23.5,13,82.76404906,1.7,11.5,61.1,42,38.2,16.3,40,6,55.1,57106,11,35.02258957,201.7
174,White County,Cluster 1,Cluster 2,1,Arkansas,200,406,2.55,5.493655215,473.3,42044,36.2,37.2,35,0.559369438,4.590643275,39.6,54.51299143,1.254767353,61.2,,37,20.9,91.11873888,6.3,11.7,52,24.3,37.6,11.8,,7.1,53.8,79161,19.4,12.63248317,201.4
119,Portage County,Cluster 2,Cluster 1,0,Wisconsin,150,308,2.41,4.146396651,414.5,52075,36.2,37.2,35.2,2.701896865,0.616197183,55.5,51.06597522,0.506871876,78.7,63.2,28.2,12.9,94.03680145,7.4,19.6,62.8,23.9,33.7,4.4,64.3,7.2,49.6,70408,15.4,894.7846836,155.1
28,Gooding County,Cluster 1,Cluster 2,0,Idaho,150,81,2.84,6.793917826,460.6,44669,36.3,37.2,35.3,0.597387251,0.072211646,27.3,59.88361179,9.440031511,50.5,34.9,37.6,22.4,86.43733999,4.3,8.9,59.9,44.2,33.1,23,,3.8,59.1,15284,17.1,0,151.5
1854,Hennepin County,Cluster 2,Cluster 1,0,Minnesota,150,1962.667684,2.39,5.881342381,453.5494221,64490,36.1,37.2,35.3,6.796429382,12.16571379,56.1,43.89529902,2.530105796,75.4,63.3,27.3,15.2,74.27382081,19.9,30.3,67.9,22.5,17.8,12.1,,6,47.2,1223149,13,690.0222295,156.8
20,Fremont County,Cluster 1,Cluster 2,0,Idaho,140,53,2.75,6.445533358,383.5,45578,36.3,37.2,35.5,0.084974894,0.355349556,37.4,69.2651329,2.811896485,67.4,51,32.4,16.5,93.68868289,5.6,14.9,54.6,39.2,34.2,19.2,,6,65.3,12819,15.1,0,140.9
69,Howard County,Cluster 1,Cluster 2,1,Texas,180,169,2.73,7.220420251,441.6,47299,36.9,37.2,36.6,0.933388727,5.841296219,41.8,47.82259504,5.337210913,61.5,48,31.7,17.7,83.61168813,4,9.3,48,30.3,31.3,20.3,,6.4,44.9,37206,17.5,0,181.9
6,Sherman County,Cluster 4,Cluster 1,1,Texas,170,9,3.07,9.116409537,275.6,49309,38.3,37.2,39.8,0,0.195694716,39.1,63.18458418,4.174820613,61.1,49.7,24.6,14.2,91.19373777,3.4,16.1,63.5,31.3,27.9,19.3,,3.7,60.7,3072,13.4,0,178.8
25,Dawson County,Cluster 1,Cluster 2,0,Texas,160,64,2.74,8.016032064,437.5,41876,33.4,37.3,30.7,0.804903264,5.789395953,36,53.21361059,11.63048294,54.9,41.9,33.2,18.4,77.52178408,0.5,8.2,45.3,38.2,37.4,38.5,,9.5,46.8,13520,20.2,0,165.4
15,Childress County,Cluster 3,Cluster 2,1,Texas,190,34,2.44,12.14642263,441.6,39025,34.6,37.3,31.6,1.884119564,9.633092506,41.1,53.82685069,3.244085565,64.6,45.5,38.2,18.6,80.76214761,5.6,11.6,45,35.3,40.1,35.1,,5.2,49.2,7088,22,0,192.3
59,Leake County,Cluster 1,Cluster 4,1,Mississippi,230,118,2.67,4,475.7,32239,34.8,37.3,32.6,0.215954736,41.35965102,33.8,45.95862401,0.077743705,48.6,37.9,41.2,25.4,52.22217423,4.3,8.4,48.9,38.8,35.1,28.3,,10.5,45.5,22763,27.1,0,236
258,Gregg County,Cluster 1,Cluster 2,1,Texas,180,579,2.61,6.625137665,441,50020,35.4,37.3,34.1,1.410966244,20.14483106,41.6,45.37901705,1.405283411,57.8,46.5,32.5,20,74.67242527,6.3,14,58.3,31.5,28.2,16.5,45.6,5.9,46.9,124108,18.2,145.0349695,189.9
586,Marion County,Cluster 1,Cluster 2,0,Oregon,160,1588,2.75,6.037989127,470.8,48554,35.8,37.3,34.6,1.834133002,1.021471947,41.2,50.02280782,8.432866525,61,46.5,38,22.9,81.69177038,4.9,14.5,55.1,35.5,27.2,17,42.6,10.7,49.1,330700,17.7,33.26277593,168.9
138,Garfield County,Cluster 3,Cluster 1,1,Oklahoma,180,322,2.52,7.18973747,449.4,49136,36.2,37.3,34.9,1.006560329,3.217455621,39.9,53.62409659,5.079431438,65.4,48.7,34.5,18.7,82.10702341,15.2,14.5,58.5,36.9,35.6,18.7,,5.6,55.7,63569,14.5,251.6950086,184.6
153,Cape Girardeau County,Cluster 2,Cluster 2,1,Missouri,170,360,2.49,4.895140929,422.7,47705,36,37.3,35.2,1.313042806,7.646316006,51.9,50.43463668,0.454861737,74.2,,28.8,13.8,88.31275932,8.4,18.1,60.3,20.9,32,9,,6.3,49.2,78572,17,1374.535458,170.3
61,Malheur County,Cluster 3,Cluster 2,0,Oregon,160,157,2.62,8.019109367,441.7,35094,36.1,37.3,35.3,1.639880855,1.243821806,31.2,49.52362434,6.628260941,54.6,,44.5,26.2,85.66004386,2,9.4,44.6,37.9,29.9,20.3,39.8,11.2,47.3,30380,28.7,32.91639236,164.4
709,Montgomery County,Cluster 1,Cluster 1,0,Texas,160,1929,2.88,6.062213529,438.1,70929,36.4,37.3,35.5,2.513201721,3.543473157,51.8,58.84967501,3.716577859,68.4,58.2,23.3,13.5,86.40590864,7.4,21.7,,32.8,24.3,20.3,,6.1,56.3,537559,10.9,68.82965405,164.9
15,Mahnomen County,Cluster 1,Cluster 2,1,Minnesota,210,1962.667684,2.71,8.348623853,453.5494221,39926,36.3,37.3,35.6,0.436681223,0.564046579,27.7,44.27786107,0.709606987,47.9,32.9,48.3,30.4,48.76273654,4.7,9.8,56.2,41,37.1,27.5,26.8,9.2,46.3,5457,19.6,0,215.7
53,Morgan County,Cluster 1,Cluster 1,0,Colorado,160,126,2.67,5.340817963,408,47631,36.4,37.3,35.6,0.412567439,2.609400896,42.9,53.60330103,3.230015163,62.9,49.4,36.6,21.9,89.98906873,2.7,8.9,61.7,41.8,32.1,27,,6.2,54.7,28360,13.4,0,162
98,Lincoln County,Cluster 1,Cluster 1,1,Missouri,190,240,2.87,5.393137406,468.8,53804,36.5,37.3,35.8,0.479108635,1.918291551,53.2,56.57368364,0.742804085,71.9,59.3,28,15.1,94.65923863,7.8,9.8,57.9,42.9,43.4,20.7,,9.5,53.7,54696,15.7,0,191.5
44,Lee County,Cluster 1,Cluster 1,1,Georgia,190,132,2.76,5.414364641,520.4,64533,36.7,37.3,35.9,2.318109583,19.8991225,52.2,61.04842736,0.72894355,73.5,60.6,24.5,14.1,75.03972915,10,13.7,59.1,23.2,28.6,22.6,,7.2,56.4,29202,11.8,0,192.8
41,King George County,Cluster 4,Cluster 1,1,Virginia,190,108,2.96,6.194544857,491.5,76206,36.6,37.3,36.3,1.287450367,17.95211166,55.6,61.9525003,0.481289857,83.5,67,20.9,7.9,76.6373882,12.4,19,63.6,43.6,30.3,11.3,,7.4,56.6,25515,7.5,0,195.7
24,Ward County,Cluster 1,Cluster 1,1,Texas,180,53,2.86,7.0703125,430.5,53244,34.8,37.4,33.1,0.356347439,6.262806236,45.3,50.42492918,7.091314031,61.1,,29.6,17.1,84.36525612,2.6,7.9,55.4,40.8,35,20.9,,4.4,50,11721,14,0,189.6
63,Caldwell County,Cluster 1,Cluster 2,0,Texas,150,161,2.85,4.685714286,412.1,47227,35.6,37.4,33.6,0.203319186,7.078049152,37.1,50.6545659,15.79281775,53.5,,32.2,19,73.70574631,3.3,11.1,53.5,51.2,36,20.8,,5.2,45.8,40522,16,0,159.3
37,Atchison County,Cluster 1,Cluster 2,1,Kansas,180,1962.667684,2.53,6.012884753,453.5494221,44199,35.9,37.4,34.1,0.336680094,4.094270426,46,47.107575,0.402813684,69.3,53.1,32,15.6,90.57295737,8.7,12.7,57.3,22.8,41,5,,7.3,45.6,16398,17.4,0,180.2
134,Troup County,Cluster 1,Cluster 4,1,Georgia,180,344,2.73,6.920828113,483.7,41141,36.1,37.4,34.3,1.755557814,34.41416063,43.6,43.38811118,1.392539242,62.4,,33.5,18.8,60.320618,3.8,11.1,53.7,37.6,35.8,19,,11.9,43.1,69763,19.5,0,186
382,Smith County,Cluster 1,Cluster 2,0,Texas,150,1007,2.7,5.87592919,429.6,45363,36.1,37.4,34.5,1.499411635,17.93686107,41.8,50.1637513,1.954015592,60.9,,31.2,17.7,76.68511436,9.4,17.1,,28.3,25.6,14.7,,7.2,50.2,222936,18.1,529.2998888,157.5
396,Calcasieu Parish,Cluster 1,Cluster 2,1,Louisiana,190,1006,2.55,6.064227035,490.4,45979,36.1,37.4,34.8,1.315043877,24.90262243,42.6,46.04447395,0.515092885,62.2,48.3,33.7,19.6,70.80255453,6.1,14.4,56.9,35.2,35.8,15.4,,8.3,47.3,198788,18.4,5.030484738,192.2
114,Rice County,Cluster 2,Cluster 1,0,Minnesota,160,1962.667684,2.5,4.613270514,453.5494221,60317,36.4,37.4,35,2.277841137,3.83595845,54.9,54.56683827,1.915667478,78.4,,25.9,12.2,89.99321888,3.7,17.6,,18.6,31.8,8.8,69,5.6,49.2,65400,13,0,168.4
753,Arapahoe County,Cluster 1,Cluster 1,0,Colorado,140,2362,2.63,5.782071504,429.5,65359,36.1,37.4,35,5.373247193,10.24050238,51.1,49.05771316,5.817264224,70.3,59.1,26,15.3,73.06965199,12.3,26,65.7,31.1,20.4,16.5,,7.2,50.5,631096,11.2,456.3489548,140.1
311,Kenton County,Cluster 1,Cluster 1,1,Kentucky,190,788,2.58,6.589773358,487,54728,36.4,37.4,35.6,1.215898704,4.567901992,53,45.70992366,1.388283939,70.6,58.1,29.6,16.7,90.36237708,11.1,18.6,62.5,31.9,29.4,16.9,,7.7,46.6,165012,15.5,430.2717378,195.8
89,Bedford County,Cluster 1,Cluster 2,1,Tennessee,180,224,2.72,4.9190879,461.5,42252,36.6,37.4,35.9,0.724133432,7.05432088,38,54.33287483,4.529639455,59.9,44.8,38.8,22.7,83.76027487,5.1,9.5,56.6,42.3,41.2,17.1,,7.7,54.2,47183,19.1,42.38814827,184.4
23,Candler County,Cluster 1,Cluster 4,1,Georgia,170,48,2.75,3.962338172,372.4,31829,37.1,37.4,36,3.118484272,24.35862569,25.1,44.56382707,4.732118575,44,30.3,41.3,25.7,66.76638564,5.5,10.2,49.4,28.4,34.9,37.6,,8.1,44.9,10886,29.1,0,174.8
41,Juneau City and Borough,Cluster 1,Cluster 1,0,Alaska,160,119,2.62,5.601633278,390.1,80835,37,37.4,36.6,6.811963973,1.269558268,54.4,49.38088162,1.186560512,75.3,58.8,21.6,8.7,68.99572715,7.9,24.5,68.4,42.9,21.1,15.7,,5.2,48.7,32756,7.9,0,166.3
14,Woods County,Cluster 2,Cluster 2,0,Oklahoma,120,48,2.37,4.912663755,452.6,48831,33.9,37.5,32,0.708513229,3.21045057,51,47.75248103,0.708513229,74.7,59.2,27.1,12.1,89.73762869,11.2,16.9,58.8,22.6,33.5,10.8,,2.8,47.4,9304,14.3,0,125.3
22,Humphreys County,Cluster 4,Cluster 4,1,Mississippi,220,55,2.91,9.134847753,560.9,25562,35.3,37.5,32.3,0.111308994,75.40071238,23.4,26.98724239,0.745770258,33.5,26.3,53.4,39.8,22.60685663,2.7,7.8,39.4,34.4,27.8,24.6,,26.8,26.8,8669,40.3,0,220.9
17,Jefferson County,Cluster 1,Cluster 4,1,Mississippi,190,42,2.81,4.610130905,491.8,26408,34.8,37.5,33.4,0.118639599,85.94779858,28,25.54027505,0,43,32.7,52.2,33.4,13.93356182,5.2,6.6,30.9,34.5,36.4,15.9,,15.9,26.3,7507,38.5,0,199.1
333,Bibb County,Cluster 1,Cluster 4,1,Georgia,190,796,2.59,5.466863951,480.8,36014,35.6,37.5,34.1,1.719460521,53.09076581,37.9,36.90882667,0.480570484,55.9,43.6,38,24.1,42.94775734,5.8,14.5,50.2,35.2,32.6,17.6,,12.4,37.7,153721,28.2,377.3069392,199.3
77,Evangeline Parish,Cluster 3,Cluster 4,1,Louisiana,210,169,2.65,8.601712189,459.2,32615,35.8,37.5,34.6,0.068111822,27.86069652,30.9,45.14806759,1.652452026,49,35.5,47.8,31.2,68.48199479,2.3,9.3,42.4,36,34.6,33.7,28,10.4,43.7,33743,24.1,0,211.4
280,Henry County,Cluster 4,Cluster 4,1,Georgia,170,825,3,3.860213737,477.6,60388,36.3,37.5,34.9,3.034343205,39.24883695,49.7,54.53251946,1.734180567,69.1,,26,15.3,52.71237566,6,17.9,57.7,34.5,30.5,19.3,40.2,10.3,50.6,217739,13.7,13.77796353,175.9
367,Whatcom County,Cluster 1,Cluster 1,0,Washington,160,1081,2.53,4.4729858,490.9,53733,36.5,37.5,35.6,3.925156929,0.880733945,44.8,48.06875024,2.425881217,68.7,54.6,31.9,17.4,85.4703042,7.7,21.3,57.8,22.1,23,9.4,,8.2,47.5,212284,15.7,249.6655424,163.3
163,Angelina County,Cluster 1,Cluster 2,0,Texas,160,474,2.77,5.728131815,499.2,42128,36.4,37.5,35.6,0.966403793,15.09550075,35.7,51.11663342,3.437115376,54.4,41.4,37.6,22.2,78.43711538,4.8,10.1,54.2,33.8,31.6,14.5,,9.1,50,88255,17.9,11.33080279,168.3
35,Cook County,Cluster 1,Cluster 4,1,Georgia,180,89,2.74,7.78998779,483.1,32408,36.7,37.5,35.6,0.293547819,27.6991722,28.9,51.46987169,1.567545353,45,33.4,38.4,24.8,69.13638232,1.1,8,54.1,41.1,39.5,27.4,,6.6,50.2,17124,26.1,0,183.4
1007,Will County,Cluster 4,Cluster 1,1,Illinois,170,2947,3.02,5.115003933,490.7,75176,36.6,37.5,35.7,5.003252948,11.08706935,61.8,60.70604543,6.280455266,77.6,67.1,23.2,13.3,74.80624858,10.9,21.2,64,33.8,27,13,42.3,7.8,54.7,687263,8.1,97.48815228,176.4
15,Caribou County,Not Clustered,Cluster 1,1,Idaho,180,35,0.0257,5.12455516,431.8,55770,36.8,37.5,36.1,0.161574618,0.102820212,51.8,64.00613968,1.086956522,78.4,60.1,28.3,11.6,98.38425382,3.7,14.6,62.2,30.9,35.5,9.8,,1.5,66.1,6770,11.5,0,184.5
62,Columbia County,Cluster 3,Cluster 4,1,Arkansas,210,120,2.37,6.776379477,414.9,37495,36,37.6,33.7,0.702922679,35.59419575,39.9,47.35854955,1.623710281,60.5,46.5,38.8,22.6,60.04850578,7.3,13.3,53.3,19.9,38.2,10.9,,10.1,47.2,24114,24.1,0,210
1638,Duval County,Cluster 1,Cluster 4,1,Florida,180,4383,2.58,5.094111629,504.4,46013,36,37.6,34.6,4.356256449,29.39720863,41.7,41.79490974,1.135545818,63.5,50.9,32,19.3,61.47665866,8.9,18.7,57.9,32.4,28.6,17.1,,10,43.2,913010,18.2,359.2512678,189.2
35,Woodward County,Cluster 1,Cluster 1,0,Oklahoma,150,86,2.7,3.668042182,378.2,56067,36.1,37.6,35.2,0.119127037,0.628990756,52.9,55.50427582,1.048317926,73.6,59.1,30.3,15.4,91.60869151,5.9,11.9,57.4,39.2,39.7,24.5,,5.1,52.9,21559,12.3,0,155.7
225,Lee County,Cluster 1,Cluster 2,1,Mississippi,240,459,2.6,4.984662577,517.1,43374,36.5,37.6,35.2,0.677360177,27.96697869,44.7,47.92176039,0.839644386,61.8,49.4,36.2,21.8,68.92845383,6.3,14.1,57.7,28.9,27.5,19.5,,7.8,48.8,85300,19.4,246.1899179,249.7
550,St. Joseph County,Cluster 1,Cluster 2,1,Indiana,180,1337,2.5,5.453791069,459.6,46388,36.5,37.6,35.3,2.013126483,12.9214282,50,46.38007941,2.037074456,68.4,55.5,30.2,17.1,79.52859912,10.2,16.9,58.7,31.9,31.2,13.5,,8.5,46.6,268441,17.2,972.2806874,180.3
181,Columbia County,Cluster 4,Cluster 1,0,Georgia,150,494,2.98,5.223686116,409.8,68067,36.6,37.6,35.4,4.024110892,16.60964436,49.9,62.82316215,1.060908637,78.8,62.7,22.3,9.6,75.47942792,9.2,21.6,58.1,36.1,23.8,13.9,40.8,7.1,57,144052,9.5,0,156.9
2154,Hillsborough County,Cluster 1,Cluster 2,0,Florida,160,6000,2.64,4.752577535,474.5,50758,36.6,37.6,35.5,3.691272592,16.63501893,42.8,44.25647736,4.938275395,61.2,,31.1,19.7,71.13081441,9.8,19.5,58.8,28.6,27.3,16,45.6,9,45.1,1349050,16.8,386.938957,168.9
40,Nobles County,Cluster 1,Cluster 1,0,Minnesota,130,1962.667684,2.71,7.86717183,453.5494221,50684,36.6,37.6,35.6,5.759210587,3.983953521,42.5,53.9275695,7.202471527,67.3,52.1,33.3,18.1,80.98399963,4.7,10.1,63,29.3,34.3,41.1,24.9,6.9,54.1,21770,13,0,138.1
203,Lafourche Parish,Cluster 1,Cluster 2,1,Louisiana,190,478,2.68,4.817078346,467.5,47382,36.6,37.6,35.6,0.81355028,13.35227856,44.6,51.08732299,1.597349037,63.4,50.4,33.4,19.4,79.5422369,6,10.2,56.8,37.7,39.1,17.8,38.5,7,49.4,98325,17.6,20.34070684,198.7
276,Johnson County,Cluster 1,Cluster 1,1,Texas,180,675,2.84,6.554953179,444.7,55926,36.7,37.6,35.8,0.819556127,2.575104535,45.6,59.80441464,1.545834674,61.2,,26.8,16.5,91.93824381,4.8,12.4,58,37.6,31.7,19.2,,7.3,57.1,159990,13.3,37.5023439,185
111,Carver County,Cluster 1,Cluster 1,0,Minnesota,140,1962.667684,2.76,5.473379087,453.5494221,88500,36.9,37.6,36.1,2.522070731,1.187901583,68.6,64.90514511,0.607010395,87.5,76.6,17,7.4,93.04706681,14.5,32,73.2,26.7,21.2,13.1,45.7,3.8,62.3,98741,4.8,638.0328334,148.8
7,Lander County,Cluster 3,Cluster 1,0,Nevada,120,1962.667684,2.79,11.63179916,453.5494221,74347,37.2,37.6,36.4,0.807265388,0.134544231,53.7,56.90633869,2.371342079,69.1,57.3,24.4,11.3,88.44601413,3.3,4.7,59.8,51.6,37.5,24.3,,12,54.3,5903,11,0,123.8
89,Mecosta County,Cluster 1,Cluster 2,1,Michigan,170,222,2.61,4.303337477,448.5,41572,35.7,37.7,33.5,0.815223667,2.748204429,44.4,50.00646078,0.251726288,67.9,,37.2,18.5,93.01632757,2.6,13.6,48.9,22.6,34.4,8.7,,12.2,44.2,43067,23,626.9301321,177.2
205,Hardin County,Cluster 1,Cluster 1,1,Kentucky,200,526,2.58,5.822489804,512.4,50407,35.7,37.7,34,2.279385096,11.69079969,36.2,51.27798692,0.95788113,72.2,52.8,33.7,16.4,79.82404747,6.5,13,55.3,39.4,32.1,10,,8.2,52.8,106439,14.3,112.7406308,202.2
1302,Prince George's County,Cluster 1,Cluster 4,1,Maryland,170,3222,2.86,5.044283329,401.9,71904,35.8,37.7,34,4.270084766,63.44722765,50.6,39.11619384,8.909674558,68.6,56.1,27.3,16.3,20.39233168,9.6,18.1,65.5,28.9,26.1,12.6,,8.7,38.5,909535,10.3,21.98925825,172.7
121,Lowndes County,Cluster 1,Cluster 4,1,Mississippi,180,285,2.5,6.778509815,445.6,39937,36.3,37.7,35,0.703529372,43.83323004,35.5,44.66265578,0.626476155,57.5,43.1,38.5,21.7,53.79654601,10.5,14.2,,24.1,29,16.1,,12.6,45.7,59710,23.6,150.7285212,185
706,Butler County,Cluster 1,Cluster 1,1,Ohio,180,1721,2.68,5.479735318,458.9,58558,36.4,37.7,35.2,2.670868475,7.785514498,56.5,52.67666271,1.001508571,73.6,61.6,27.7,16,86.03229738,7.8,18.4,60.6,33.7,34,9.5,,7.2,50.5,376353,14.4,263.0509123,189
48,Grant County,Cluster 4,Cluster 2,1,Kentucky,200,123,2.91,7.708225556,513.7,46226,36.7,37.7,35.3,0.024321038,0.31617349,50.1,56.81681682,2.375354682,67.3,52.8,34.5,18.4,94.85610053,5.1,7.7,55.3,48.3,44.8,10.5,,6.8,54.9,24757,16.9,40.39261623,205.4
107,Eddy County,Cluster 3,Cluster 1,1,New Mexico,170,239,2.66,9.558702453,391.3,57007,36.5,37.7,35.3,0.517603925,1.324562822,44.6,49.8110282,5.422260563,62.3,49.5,34.9,21.3,89.60119336,2.2,10.7,60.1,35.6,34,23.4,38.9,5.8,50.3,57578,14.1,0,170.8
1365,Jackson County,Cluster 2,Cluster 2,1,Missouri,180,3240,2.44,5.730193853,453.1,46185,36.5,37.7,35.3,1.753254859,23.75103722,46.8,39.58795563,4.197354991,66,54,29.7,17.2,66.56640794,13.2,18.2,61.1,31.5,29.1,14.2,41.2,7.6,43.3,687623,16.5,578.8055373,188.9
106,St. Martin Parish,Cluster 1,Cluster 4,1,Louisiana,190,272,2.77,6.463878327,499.7,46713,36.7,37.7,35.5,1.033392313,29.74249896,40.7,50.31750197,0.739750781,60.9,,36.3,21.3,65.83781952,0.6,9.4,57.9,37.3,42.1,19.8,,7.2,49.5,53835,18,0,198.1
113,Vermilion Parish,Cluster 1,Cluster 2,1,Louisiana,180,328,2.69,5.605176173,529.1,45331,36.7,37.7,35.6,2.087633226,14.13973947,40.6,48.38043678,0.306208763,60.1,46.4,36.7,21.8,81.09964473,5.6,9.6,,42.1,41,25,,8.5,48.5,59875,18.3,0,180.3
224,Olmsted County,Cluster 1,Cluster 1,0,Minnesota,140,1962.667684,2.52,5.82767149,453.5494221,69430,36.7,37.7,35.8,5.864081325,5.106362952,60.9,53.62614208,0.79671364,80.4,,26.4,12.5,85.5885596,16.6,23.8,69.3,27.3,20.9,14,42.1,4.1,55.2,151436,9.8,151.8793418,142.2
19,Owyhee County,Cluster 4,Cluster 2,0,Idaho,150,56,2.85,9.079391892,446.4,38478,37.5,37.7,37.4,0.16719465,0.079197466,29.8,52.37974039,4.59345301,48.7,36.5,35.5,20.6,88.51636748,2.2,6.9,49.7,47,36.9,26.8,,11.7,51,11310,23.6,0,152.5
15,Swisher County,Cluster 1,Cluster 2,0,Texas,130,37,2.73,7.342657343,374.1,37527,36.1,37.8,34.5,0.350058343,6.365875794,36.4,57.40169622,2.787501621,55.8,42.5,40,25.3,83.76766498,0,11.2,46.8,52.8,35,20.3,,6.4,54.8,7533,20.9,0,133.2
42,Cibola County,Cluster 4,Cluster 2,0,New Mexico,140,109,2.98,6.744769874,375.5,35081,36.2,37.8,35.2,0.624497845,1.015265503,26.7,39.63436072,11.0474034,40.4,28.5,50.4,35.7,43.37886203,2.5,8.4,44.9,34.1,36.5,27.3,,15.3,38.1,27329,28.8,0,146.5
202,St. Landry Parish,Cluster 1,Cluster 4,1,Louisiana,210,497,2.68,6.971510409,530.4,32683,36.6,37.8,35.2,0.392283497,40.86924282,41.4,42.65554216,0.480786481,56.3,45.3,37.8,24.7,56.36324495,2.4,9,49.2,50.8,44.5,26.8,20,6.1,43.1,83848,30.1,0,217.8
83,Panola County,Cluster 1,Cluster 4,1,Mississippi,220,178,2.81,6.394230769,478.6,34526,36.5,37.8,35.2,0.046548163,50.17601024,34.4,41.16047144,0.122188927,51.5,40.6,42.9,27.7,48.81447648,8.7,10.7,48.6,40.4,36.7,24.7,,10.3,40,34167,25.9,0,224.4
219,Guadalupe County,Cluster 1,Cluster 1,0,Texas,160,566,2.89,5.319420421,424.4,61825,36.6,37.8,35.4,1.649240206,7.183186951,43.3,58.54515734,9.097309355,71.3,,26.2,12,78.66304196,5.1,17,60.6,36.9,29.7,18.7,,5.7,54.6,151249,10.4,0,162.9
269,Madison County,Cluster 1,Cluster 1,1,Mississippi,290,430,2.65,4.789430223,460.5,66671,37,37.8,35.4,2.318317,38.23775973,51.2,51.2302261,1.872218119,75.2,62.5,26.6,13.5,56.73240055,10.9,26.7,62.9,22.5,16,15.4,,5.4,52.3,103465,13.1,19.33020828,292.5
31,Saline County,Cluster 1,Cluster 1,1,Nebraska,180,84,2.61,3.0621435,529,51805,36.6,37.8,35.5,2.681058496,0.793871866,54,53.87931034,3.189415042,76.3,60.9,25.7,11.6,91.62256267,7.2,8.1,63.3,18,34.7,20,,3.4,52,14282,10.1,0,181.9
191,Spotsylvania County,Cluster 4,Cluster 1,1,Virginia,170,518,2.97,6.051314143,449.4,75714,36.7,37.8,35.7,2.534242821,15.97215152,53.8,61.33152745,3.81467762,78.3,62.8,21.9,9.4,74.25660383,10.8,17.9,63.3,40.1,31.7,11.8,37.3,6.2,56,130475,9.2,176.2789806,172.5
2355,Santa Clara County,Cluster 4,Cluster 1,0,California,130,7334,2.95,5.541784514,420,97219,36.8,37.8,35.9,33.76090451,2.585982167,57.3,56.30311056,9.834279814,74.1,,24.8,14.2,48.30471231,16.8,26.1,61.9,25.8,15.2,10.6,,7.7,53.2,1918044,8.5,410.3138406,135
49,McDonald County,Cluster 1,Cluster 2,1,Missouri,200,81,2.71,7.439480417,334,34863,37,37.8,36.1,1.37503844,1.541976014,34.7,52.00769416,0.751219084,50.7,38.9,37,22.8,89.43900189,3.7,8.4,54.6,29.3,34.2,32.4,,8.7,52.9,22643,22.2,0,201.2
122,Otero County,Cluster 3,Cluster 2,0,New Mexico,160,286,2.63,8.221797323,393,41736,35.6,37.9,33.1,1.345723996,3.708013105,19.5,48.6479635,8.291741939,53.2,,47.2,27.5,75.95609174,3.7,9,43.2,34.1,29.5,16,,12.7,49.1,64362,20.2,15.53711818,161.1
78,Tift County,Cluster 1,Cluster 4,1,Georgia,180,207,2.76,6.308457711,493.1,36303,35.1,37.9,33.2,1.372986491,29.74722338,33.5,42.25950308,3.167675975,47.9,37.9,37.4,24.8,64.25086425,4.8,8.7,50.7,24.9,33.6,17.5,52.9,5.8,42.3,40764,28.6,0,183.9
216,Pickens County,Cluster 1,Cluster 2,0,South Carolina,160,609,2.53,4.192927752,470.4,41375,35.4,37.9,33.5,1.665778695,6.672271986,47.6,50.25982171,0.965668809,67.6,54.8,31.1,17.4,88.66671107,7.1,13.1,51.3,17.8,32,8.3,66.8,9.2,46.9,121691,19.5,295.8312447,165.3
242,Vigo County,Cluster 2,Cluster 2,1,Indiana,200,569,2.45,4.964180034,482,41260,36,37.9,34.7,1.894373222,6.092289504,44.6,43.98362892,0.850666864,63.7,49.6,34.3,19.6,87.51616359,6.9,13.8,53.6,26.8,33.6,11.8,,8.9,42.6,107896,20.2,185.3636835,201.2
